,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
04/21/1973,211000,87,243000,235500,1681000,106.9,1573000,1552750,2.9,2.7,58629500
04/28/1973,194000,82.5,236000,239000,1595000,102.9,1551000,1553750,2.7,2.6,58629500
05/05/1973,214000,86.3,248000,239250,1539000,98.6,1560000,1555750,2.6,2.7,58629500
05/12/1973,198000,83.3,238000,241250,1497000,96.2,1557000,1560250,2.6,2.7,58629500
05/19/1973,189000,79.9,237000,239750,1465000,94.4,1553000,1555250,2.5,2.6,58629500
05/26/1973,190000,80.2,238000,240250,1407000,89.8,1567000,1559250,2.4,2.7,58629500
06/02/1973,173000,75,232000,236250,1426000,91.7,1556000,1558250,2.4,2.7,58629500
06/09/1973,210000,85.4,246000,238250,1391000,89,1563000,1559750,2.4,2.7,58629500
06/16/1973,198000,83.8,237000,238250,1399000,88.8,1576000,1565500,2.4,2.7,58629500
06/23/1973,206000,85.6,242000,239250,1389000,88.5,1570000,1566250,2.4,2.7,58629500
06/30/1973,215000,90.7,237000,240500,1346000,85.7,1571000,1570000,2.3,2.7,58629500
07/07/1973,309000,124.8,248000,241000,1494000,93.1,1605000,1580500,2.5,2.6,60807300
07/14/1973,270000,116.4,232000,239750,1536000,95.7,1605000,1587750,2.5,2.6,60807300
07/21/1973,259000,107.7,241000,239500,1496000,93.9,1594000,1593750,2.5,2.6,60807300
07/28/1973,265000,106.4,250000,242750,1495000,93.3,1603000,1601750,2.5,2.6,60807300
08/04/1973,262000,102.5,256000,244750,1501000,91.9,1633000,1608750,2.5,2.7,60807300
08/11/1973,238000,90.1,265000,253000,1515000,90.2,1679000,1627250,2.5,2.8,60807300
08/18/1973,207000,80.2,258000,257250,1457000,87.1,1672000,1646750,2.4,2.7,60807300
08/25/1973,190000,75,254000,258250,1409000,84.1,1675000,1664750,2.3,2.8,60807300
09/01/1973,180000,74.7,242000,254750,1325000,78.8,1681000,1676750,2.2,2.8,60807300
09/08/1973,177000,70.4,252000,251500,1354000,80.2,1688000,1679000,2.2,2.8,60807300
09/15/1973,186000,76.3,245000,248250,1297000,77.8,1666000,1677500,2.1,2.7,60807300
09/22/1973,187000,76.1,246000,246250,1276000,77,1658000,1673250,2.1,2.7,60807300
09/29/1973,191000,76.8,249000,248000,1270000,76.6,1658000,1667500,2.1,2.7,60807300
10/06/1973,210000,88.9,236000,244000,1252000,75.6,1657000,1659750,2,2.7,61627400
10/13/1973,207000,84.2,246000,244250,1303000,77.6,1679000,1663000,2.1,2.7,61627400
10/20/1973,208000,83.7,249000,245000,1284000,78,1646000,1660000,2.1,2.7,61627400
10/27/1973,200000,85.2,235000,241500,1332000,79.5,1675000,1664250,2.2,2.7,61627400
11/03/1973,230000,93.7,246000,244000,1339000,80.3,1669000,1667250,2.2,2.7,61627400
11/10/1973,277000,98.6,282000,253000,1419000,83.4,1702000,1673000,2.3,2.8,61627400
11/17/1973,261000,102.9,254000,254250,1430000,84.2,1698000,1686000,2.3,2.8,61627400
11/24/1973,237000,102,233000,253750,1600000,91.2,1755000,1706000,2.6,2.8,61627400
12/01/1973,299000,116.9,256000,256250,1630000,96.4,1692000,1711750,2.6,2.7,61627400
12/08/1973,345000,130.2,266000,252250,1715000,99.9,1717000,1715500,2.8,2.8,61627400
12/15/1973,340000,125.1,272000,256750,1821000,102.4,1779000,1735750,3,2.9,61627400
12/22/1973,429000,131.8,326000,280000,1872000,102,1836000,1756000,3,3,61627400
12/29/1973,461000,153.8,300000,291000,2160000,119.7,1805000,1784250,3.5,2.9,61627400
01/05/1974,405000,150.8,269000,291750,2523000,130.5,1934000,1838500,4,3.1,62899900
01/12/1974,584000,171.8,340000,308750,2529000,129.7,1949000,1881000,4,3.1,62899900
01/19/1974,465000,145,321000,307500,2618000,131.2,1995000,1920750,4.2,3.2,62899900
01/26/1974,373000,128.2,291000,305250,2567000,131.7,1950000,1957000,4.1,3.1,62899900
02/02/1974,381000,126.3,302000,313500,2558000,130.3,1963000,1964250,4.1,3.1,62899900
02/09/1974,459000,124.3,369000,320750,2604000,129.6,2010000,1979500,4.1,3.2,62899900
02/16/1974,352000,113.4,311000,318250,2656000,129.6,2049000,1993000,4.2,3.3,62899900
02/23/1974,296000,101.6,292000,318500,2676000,132,2027000,2012250,4.3,3.2,62899900
03/02/1974,313000,104.1,301000,318250,2590000,128.2,2020000,2026500,4.1,3.2,62899900
03/09/1974,310000,101.7,305000,302250,2577000,125.4,2054000,2037500,4.1,3.3,62899900
03/16/1974,293000,93.2,315000,303250,2533000,122.5,2068000,2042250,4,3.3,62899900
03/23/1974,285000,91,314000,308750,2477000,119.4,2074000,2054000,3.9,3.3,62899900
03/30/1974,279000,86.5,323000,314250,2404000,116.6,2062000,2064500,3.8,3.3,62899900
04/06/1974,288000,97.4,296000,312000,2327000,112.7,2066000,2067500,3.6,3.2,63856500
04/13/1974,278000,93.8,297000,307500,2274000,109.7,2072000,2068500,3.6,3.2,63856500
04/20/1974,256000,86.7,296000,303000,2227000,107,2081000,2070250,3.5,3.3,63856500
04/27/1974,235000,83.3,283000,293000,2111000,103.2,2045000,2066000,3.3,3.2,63856500
05/04/1974,243000,84.8,287000,290750,2038000,99.1,2056000,2063500,3.2,3.2,63856500
05/11/1974,249000,84.3,296000,290500,1977000,96.8,2041000,2055750,3.1,3.2,63856500
05/18/1974,238000,79.8,298000,291000,1943000,94.7,2053000,2048750,3,3.2,63856500
05/25/1974,246000,79.8,309000,297500,1855000,90.2,2057000,2051750,2.9,3.2,63856500
06/01/1974,209000,75.3,278000,295250,1898000,91.3,2079000,2057500,3,3.3,63856500
06/08/1974,267000,85.1,314000,299750,1854000,89.7,2067000,2064000,2.9,3.2,63856500
06/15/1974,255000,84.4,303000,301000,1867000,89.1,2095000,2074500,2.9,3.3,63856500
06/22/1974,266000,86.5,308000,300750,1833000,88.7,2066000,2076750,2.9,3.2,63856500
06/29/1974,285000,87.9,325000,312500,1783000,86,2074000,2075500,2.8,3.2,63856500
07/06/1974,350000,112.8,311000,311750,1994000,92.3,2160000,2098750,3.1,3.3,64643200
07/13/1974,351000,115.7,304000,312000,2039000,96,2125000,2106250,3.2,3.3,64643200
07/20/1974,325000,107.3,303000,310750,1985000,94.1,2109000,2117000,3.1,3.3,64643200
07/27/1974,333000,104.3,320000,309500,1949000,93,2097000,2122750,3,3.2,64643200
08/03/1974,340000,101.6,335000,315500,1971000,91.8,2147000,2119500,3,3.3,64643200
08/10/1974,318000,91.8,347000,326250,1961000,90.3,2171000,2131000,3,3.4,64643200
08/17/1974,269000,81,332000,333500,1899000,87.6,2168000,2145750,2.9,3.4,64643200
08/24/1974,260000,76,343000,339250,1836000,84.5,2172000,2164500,2.8,3.4,64643200
08/31/1974,259000,74.2,350000,343000,1763000,79.7,2211000,2180500,2.7,3.4,64643200
09/07/1974,253000,72.4,350000,343750,1815000,80.1,2265000,2204000,2.8,3.5,64643200
09/14/1974,271000,76,357000,350000,1786000,78.5,2274000,2230500,2.8,3.5,64643200
09/21/1974,283000,76.7,370000,356750,1757000,77.3,2273000,2255750,2.7,3.5,64643200
09/28/1974,279000,76.3,366000,360750,1772000,76.8,2306000,2279500,2.7,3.6,64643200
10/05/1974,325000,87.5,371000,366000,1792000,75.9,2360000,2303250,2.7,3.6,65264600
10/12/1974,358000,86.9,413000,380000,1857000,77.5,2396000,2333750,2.8,3.7,65264600
10/19/1974,324000,83.4,389000,384750,1980000,78.6,2519000,2395250,3,3.9,65264600
10/26/1974,357000,86.4,414000,396750,2005000,79.6,2520000,2448750,3.1,3.9,65264600
11/02/1974,375000,92.6,406000,405500,2104000,80.2,2623000,2514500,3.2,4,65264600
11/09/1974,435000,98.8,441000,412500,2229000,82.6,2699000,2590250,3.4,4.1,65264600
11/16/1974,450000,100.3,449000,427500,2437000,85.1,2862000,2676000,3.7,4.4,65264600
11/23/1974,532000,102.8,518000,453500,2437000,88.7,2748000,2733000,3.7,4.2,65264600
11/30/1974,524000,110.5,474000,470500,2973000,96.4,3086000,2848750,4.6,4.7,65264600
12/07/1974,693000,131.2,528000,492250,3152000,99.2,3178000,2968500,4.8,4.9,65264600
12/14/1974,637000,125.1,510000,507500,3354000,101.9,3291000,3075750,5.1,5,65264600
12/21/1974,677000,130,521000,508250,3322000,100.7,3300000,3213750,5.1,5.1,65264600
12/28/1974,813000,151.5,537000,524000,3951000,116.3,3396000,3291250,6.1,5.2,65264600
01/04/1975,681000,149.3,456000,506000,4603000,129.5,3554000,3385250,7,5.4,65854200
01/11/1975,969000,174.9,554000,517000,4582000,128.8,3557000,3451750,7,5.4,65854200
01/18/1975,850000,147.9,575000,530500,4769000,130.4,3658000,3541250,7.2,5.6,65854200
01/25/1975,729000,131.4,555000,535000,4871000,131.4,3708000,3619250,7.4,5.6,65854200
02/01/1975,699000,125.1,559000,560750,4874000,130.4,3738000,3665250,7.4,5.7,65854200
02/08/1975,691000,126.9,545000,558500,4995000,129.6,3856000,3740000,7.6,5.9,65854200
02/15/1975,608000,114.8,530000,547250,5037000,130.4,3863000,3791250,7.6,5.9,65854200
02/22/1975,567000,104.2,544000,544500,5229000,131.7,3969000,3856500,7.9,6,65854200
03/01/1975,568000,104.1,546000,541250,5173000,128.6,4023000,3927750,7.9,6.1,65854200
03/08/1975,569000,103.3,551000,542750,5206000,125.5,4147000,4000500,7.9,6.3,65854200
03/15/1975,494000,93.2,531000,543000,5141000,122.6,4195000,4083500,7.8,6.4,65854200
03/22/1975,499000,90.8,550000,544500,5021000,119.5,4201000,4141500,7.6,6.4,65854200
03/29/1975,477000,86,555000,546750,5020000,116.5,4310000,4213250,7.6,6.5,65854200
04/05/1975,505000,94.2,537000,543250,4959000,112,4428000,4283500,7.5,6.7,66417000
04/12/1975,496000,95.5,520000,540500,4867000,109.4,4449000,4347000,7.3,6.7,66417000
04/19/1975,456000,85.9,531000,535750,4783000,106.4,4497000,4421000,7.2,6.8,66417000
04/26/1975,429000,83.8,513000,525250,4657000,103,4520000,4473500,7,6.8,66417000
05/03/1975,420000,83.4,505000,517250,4559000,99,4604000,4517500,6.9,6.9,66417000
05/10/1975,432000,85.4,507000,514000,4439000,96.6,4597000,4554500,6.7,6.9,66417000
05/17/1975,410000,79.9,514000,509750,4339000,94.5,4592000,4578250,6.5,6.9,66417000
05/24/1975,391000,79.5,493000,504750,4039000,90.5,4461000,4563500,6.1,6.7,66417000
05/31/1975,360000,75.9,475000,497250,4195000,90.5,4637000,4571750,6.3,7,66417000
06/07/1975,443000,83.8,529000,502750,4048000,90.3,4484000,4543500,6.1,6.8,66417000
06/14/1975,422000,85,497000,498500,4033000,89.1,4529000,4527750,6.1,6.8,66417000
06/21/1975,428000,86.3,497000,499500,3904000,88.6,4406000,4514000,5.9,6.6,66417000
06/28/1975,407000,88.7,459000,495500,3525000,86.2,4090000,4377250,5.3,6.2,66417000
07/05/1975,460000,108.7,423000,469000,3859000,91,4239000,4316000,5.8,6.4,66702200
07/12/1975,517000,116.2,446000,456250,3906000,96.3,4057000,4198000,5.9,6.1,66702200
07/19/1975,481000,108.1,445000,443250,3998000,95,4208000,4148500,6,6.3,66702200
07/26/1975,471000,103.9,454000,442000,3801000,93.3,4075000,4144750,5.7,6.1,66702200
08/02/1975,462000,102,454000,449750,3708000,92.4,4015000,4088750,5.6,6,66702200
08/09/1975,429000,93.5,459000,453000,3655000,90.7,4028000,4081500,5.5,6,66702200
08/16/1975,367000,82.7,444000,452750,3476000,88.4,3934000,4013000,5.2,5.9,66702200
08/23/1975,353000,77.3,457000,453500,3366000,85.4,3940000,3979250,5,5.9,66702200
08/30/1975,332000,74.6,446000,451500,3134000,81.3,3854000,3939000,4.7,5.8,66702200
09/06/1975,331000,74.1,447000,448500,3182000,80.2,3969000,3924250,4.8,6,66702200
09/13/1975,341000,74.9,456000,451500,3092000,79.7,3880000,3910750,4.6,5.8,66702200
09/20/1975,336000,77.6,433000,445500,3025000,78,3880000,3895750,4.5,5.8,66702200
09/27/1975,342000,76.9,445000,445250,2985000,77.5,3851000,3895000,4.5,5.8,66702200
10/04/1975,365000,85.7,426000,440000,2964000,76.6,3868000,3869750,4.5,5.8,66458800
10/11/1975,385000,89.8,429000,433250,2840000,77.3,3675000,3818500,4.3,5.5,66458800
10/18/1975,332000,82.3,404000,426000,2962000,79.6,3720000,3778500,4.5,5.6,66458800
10/25/1975,372000,87.5,426000,421250,2926000,79.9,3662000,3731250,4.4,5.5,66458800
11/01/1975,378000,91.5,414000,418250,2920000,80.9,3607000,3666000,4.4,5.4,66458800
11/08/1975,414000,99.8,415000,414750,2902000,81.9,3546000,3633750,4.4,5.3,66458800
11/15/1975,371000,96.4,386000,410250,3090000,87,3551000,3591500,4.6,5.3,66458800
11/22/1975,419000,104.6,401000,404000,2905000,86,3377000,3520250,4.4,5.1,66458800
11/29/1975,403000,104.1,387000,397250,3285000,96.9,3391000,3466250,4.9,5.1,66458800
12/06/1975,487000,130.6,373000,386750,3287000,98.7,3331000,3412500,4.9,5,66458800
12/13/1975,456000,124,368000,382250,3314000,101.5,3266000,3341250,5,4.9,66458800
12/20/1975,463000,127.1,365000,373250,3134000,100.3,3124000,3278000,4.7,4.7,66458800
12/27/1975,573000,146.7,391000,374250,3485000,113.4,3072000,3198250,5.2,4.6,66458800
01/03/1976,540000,149.4,362000,371500,4111000,127.9,3214000,3169000,6.2,4.9,65897575
01/10/1976,708000,176.2,402000,380000,3964000,128.5,3084000,3123500,6,4.7,65897575
01/17/1976,563000,152.5,370000,381250,3892000,128.6,3026000,3099000,5.9,4.6,65897575
01/24/1976,486000,133.8,363000,374250,3871000,130.9,2957000,3070250,5.9,4.5,65897575
01/31/1976,450000,125.6,359000,373500,3780000,130.6,2895000,2990500,5.7,4.4,65897575
02/07/1976,452000,128.2,353000,361250,3756000,129,2912000,2947500,5.7,4.4,65897575
02/14/1976,391000,113.7,344000,354750,3737000,130.3,2867000,2907750,5.7,4.4,65897575
02/21/1976,367000,105.9,347000,350750,3755000,131.2,2862000,2884000,5.7,4.3,65897575
02/28/1976,353000,101.2,349000,348250,3640000,129,2822000,2865750,5.5,4.3,65897575
03/06/1976,366000,105.3,348000,347000,3599000,126.1,2853000,2851000,5.5,4.3,65897575
03/13/1976,343000,95.3,360000,351000,3485000,122.9,2837000,2843500,5.3,4.3,65897575
03/20/1976,330000,89.7,368000,356250,3399000,119.2,2852000,2841000,5.2,4.3,65897575
03/27/1976,314000,85.9,366000,360500,3276000,115.8,2830000,2843000,5,4.3,65897575
04/03/1976,334000,88,380000,368500,3198000,111.9,2859000,2844500,4.9,4.4,65551111
04/10/1976,366000,98.1,373000,371750,3090000,108.8,2840000,2845250,4.7,4.3,65551111
04/17/1976,316000,87.4,361000,370000,3053000,105.6,2890000,2854750,4.7,4.4,65551111
04/24/1976,311000,84.9,367000,370250,2977000,102.7,2900000,2872250,4.5,4.4,65551111
05/01/1976,313000,81.5,385000,371500,2902000,98.7,2940000,2892500,4.4,4.5,65551111
05/08/1976,345000,87.4,395000,377000,2839000,96.5,2941000,2917750,4.3,4.5,65551111
05/15/1976,308000,80.9,382000,382250,2776000,94.2,2947000,2932000,4.2,4.5,65551111
05/22/1976,311000,78.9,394000,389000,2704000,91.3,2961000,2947250,4.1,4.5,65551111
05/29/1976,310000,77.3,402000,393250,2584000,88.6,2916000,2941250,3.9,4.4,65551111
06/05/1976,307000,80.5,382000,390000,2694000,90.7,2970000,2948500,4.1,4.5,65551111
06/12/1976,351000,86.4,407000,396250,2628000,89.1,2950000,2949250,4,4.5,65551111
06/19/1976,342000,85.9,399000,397500,2655000,88.4,3003000,2959750,4.1,4.6,65551111
06/26/1976,339000,87.6,387000,393750,2627000,86.6,3035000,2989500,4,4.6,65551111
07/03/1976,401000,101.8,394000,396750,2600000,87.9,2958000,2986500,4,4.5,65410676
07/10/1976,445000,119.6,372000,388000,2878000,96.1,2995000,2997750,4.4,4.6,65410676
07/17/1976,455000,112.1,406000,389750,2895000,96.2,3011000,2999750,4.4,4.6,65410676
07/24/1976,418000,106.2,394000,391500,2848000,94.4,3019000,2995750,4.4,4.6,65410676
07/31/1976,401000,103.4,388000,390000,2797000,93.4,2996000,3005250,4.3,4.6,65410676
08/07/1976,373000,98.8,378000,391500,2769000,92.1,3007000,3008250,4.2,4.6,65410676
08/14/1976,329000,86.3,382000,385500,2701000,90.3,2990000,3003000,4.1,4.6,65410676
08/21/1976,320000,80.1,400000,387000,2621000,87.9,2983000,2994000,4,4.6,65410676
08/28/1976,301000,76.4,394000,388500,2587000,84,3081000,3015250,4,4.7,65410676
09/04/1976,321000,76.4,421000,399250,2412000,80.7,2988000,3010500,3.7,4.6,65410676
09/11/1976,280000,73.3,383000,399500,2538000,82.1,3092000,3036000,3.9,4.7,65410676
09/18/1976,320000,79.6,403000,400250,2443000,78.9,3097000,3064500,3.7,4.7,65410676
09/25/1976,327000,77.5,423000,407500,2443000,78.7,3103000,3070000,3.7,4.7,65410676
10/02/1976,332000,81.5,408000,404250,2412000,77.7,3104000,3099000,3.7,4.7,65870073
10/09/1976,388000,94.6,411000,411250,2388000,76.6,3119000,3105750,3.6,4.7,65870073
10/16/1976,325000,80.8,403000,411250,2491000,81,3074000,3100000,3.8,4.7,65870073
10/23/1976,361000,88.2,409000,407750,2480000,80.3,3088000,3096250,3.8,4.7,65870073
10/30/1976,370000,89.6,414000,409250,2515000,81.7,3080000,3090250,3.8,4.7,65870073
11/06/1976,387000,99.3,390000,404000,2513000,81.6,3079000,3080250,3.8,4.7,65870073
11/13/1976,363000,94.8,383000,399000,2690000,87.8,3064000,3077750,4.1,4.7,65870073
11/20/1976,430000,105.5,408000,398750,2574000,84.1,3061000,3071000,3.9,4.6,65870073
11/27/1976,369000,97.9,377000,389500,2901000,96.1,3019000,3055750,4.4,4.6,65870073
12/04/1976,500000,124.4,402000,392500,2936000,98.1,2994000,3034500,4.5,4.5,65870073
12/11/1976,494000,125.1,395000,395500,3005000,100.9,2978000,3013000,4.6,4.5,65870073
12/18/1976,434000,119.3,365000,384750,2915000,100.5,2900000,2972750,4.4,4.4,65870073
12/25/1976,466000,139.8,333000,373750,3047000,108,2822000,2923500,4.6,4.3,65870073
01/01/1977,558000,146.8,380000,368250,3529000,125.2,2818000,2879500,5.3,4.2,66637555
01/08/1977,685000,164.6,416000,373500,3542000,128.1,2764000,2826000,5.3,4.1,66637555
01/15/1977,597000,162.5,368000,374250,3582000,126.1,2841000,2811250,5.4,4.3,66637555
01/22/1977,589000,139.2,423000,396750,3679000,129.8,2834000,2814250,5.5,4.3,66637555
01/29/1977,518000,122.8,422000,407250,3721000,129.3,2879000,2829500,5.6,4.3,66637555
02/05/1977,704000,124.7,565000,444500,3781000,127.9,2956000,2877500,5.7,4.4,66637555
02/12/1977,552000,115.9,477000,471750,3744000,128.9,2904000,2893250,5.6,4.4,66637555
02/19/1977,422000,105.9,399000,465750,3576000,129,2772000,2877750,5.4,4.2,66637555
02/26/1977,360000,99.5,362000,450750,3564000,128.9,2764000,2849000,5.3,4.1,66637555
03/05/1977,367000,102,361000,399750,3395000,125,2717000,2789250,5.1,4.1,66637555
03/12/1977,335000,94.6,355000,369250,3314000,121.5,2728000,2745250,5,4.1,66637555
03/19/1977,321000,87.2,369000,361750,3173000,117.7,2695000,2726000,4.8,4,66637555
03/26/1977,298000,83.9,356000,360250,3050000,114.2,2671000,2702750,4.6,4,66637555
04/02/1977,296000,84.5,350000,357500,2930000,110.3,2655000,2687250,4.4,3.9,67260397
04/09/1977,367000,97.6,376000,362750,2907000,107,2717000,2684500,4.3,4,67260397
04/16/1977,316000,87.8,361000,360750,2790000,104.1,2680000,2680750,4.1,4,67260397
04/23/1977,314000,83.7,375000,365500,2693000,101.2,2660000,2678000,4,4,67260397
04/30/1977,305000,81.5,375000,371750,2584000,97.7,2644000,2675250,3.8,3.9,67260397
05/07/1977,333000,86.8,384000,373750,2505000,95.7,2618000,2650500,3.7,3.9,67260397
05/14/1977,309000,81.2,381000,378750,2463000,93.5,2635000,2639250,3.7,3.9,67260397
05/21/1977,293000,78.3,375000,378750,2408000,91,2647000,2636000,3.6,3.9,67260397
05/28/1977,298000,78.4,381000,380250,2291000,87.3,2625000,2631250,3.4,3.9,67260397
06/04/1977,283000,78.1,363000,375000,2389000,90.2,2650000,2639250,3.6,3.9,67260397
06/11/1977,308000,86.3,358000,369250,2302000,88.9,2589000,2627750,3.4,3.8,67260397
06/18/1977,310000,86.4,359000,365250,2307000,88,2622000,2621500,3.4,3.9,67260397
06/25/1977,321000,88.1,365000,361250,2265000,86.6,2616000,2619250,3.4,3.9,67260397
07/02/1977,348000,99.5,350000,358000,2215000,86.1,2572000,2599750,3.3,3.8,67889887
07/09/1977,431000,119.4,361000,358750,2467000,96.3,2563000,2593250,3.6,3.8,67889887
07/16/1977,424000,115.8,366000,360500,2519000,97.2,2591000,2585500,3.7,3.8,67889887
07/23/1977,391000,107.2,365000,360500,2468000,95.5,2584000,2577500,3.6,3.8,67889887
07/30/1977,380000,104.2,365000,364250,2455000,94.2,2605000,2585750,3.6,3.8,67889887
08/06/1977,379000,100.3,378000,368500,2439000,93.6,2605000,2596250,3.6,3.8,67889887
08/13/1977,319000,89.1,359000,366750,2406000,91.9,2618000,2603000,3.5,3.9,67889887
08/20/1977,298000,81.3,367000,367250,2336000,89.4,2612000,2610000,3.4,3.8,67889887
08/27/1977,282000,77.4,365000,367250,2241000,86,2607000,2610500,3.3,3.8,67889887
09/03/1977,289000,77.4,374000,366250,2096000,81.5,2571000,2602000,3.1,3.8,67889887
09/10/1977,260000,72.4,359000,366250,2181000,83.8,2601000,2597750,3.2,3.8,67889887
09/17/1977,289000,80,362000,365000,2089000,80.2,2605000,2596000,3.1,3.8,67889887
09/24/1977,293000,77.3,380000,368750,2058000,79.7,2581000,2589500,3,3.8,67889887
10/01/1977,275000,79.3,348000,362250,2023000,78.3,2583000,2592500,3,3.8,68455662
